MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup
0.10161086951482379,7.272992290690579e-05,0.02726589337415962,-0.014260355051763584,0.00024316558559567944,-0.009057365800680131
-0.015916055503944013,0.003811396110481132,-0.07311053567047608,0.2529414723589228,-0.00022579543824091653,-0.01168425652861394
-0.19220129587336043,-0.006722156483547005,0.002370234406471888,0.07806282927783106,-5.676759048220279e-05,-0.016183397441467233
0.4843555776748757,-0.0006964634616529851,-0.01396144463370059,0.008629183270985,-4.7491664657416836e-05,0.006591400825432083
0.4843555776748757,-0.0006964634616529851,-0.01396144463370059,0.008629183270985,-4.7491664657416836e-05,0.006591400825432083
0.4843555776748757,-0.0006964634616529851,-0.01396144463370059,0.008629183270985,-4.7491664657416836e-05,0.006591400825432083
-0.032285146514021576,-0.0002523305540068931,-0.013695382797560876,-0.003018410075295977,5.455675001147368e-05,0.01737148961978517
-0.032285146514021576,-0.0002523305540068931,-0.013695382797560876,-0.003018410075295977,5.455675001147368e-05,0.01737148961978517
-0.34422534167435737,0.0014389440419230331,-0.04020788784227181,-0.003035205851441535,-5.741972770972362e-05,-0.004735340950214161
-0.032285146514021576,-0.0002523305540068931,-0.013695382797560876,-0.003018410075295977,5.455675001147368e-05,0.01737148961978517
0.2887168173589865,-0.0017115020684259064,-0.0036002959775248517,-0.052841381595039226,0.00020701215078404992,-0.00041508112669730074
0.2887168173589865,-0.0017115020684259064,-0.0036002959775248517,-0.052841381595039226,0.00020701215078404992,-0.00041508112669730074
0.2887168173589865,-0.0017115020684259064,-0.0036002959775248517,-0.052841381595039226,0.00020701215078404992,-0.00041508112669730074
-0.34422534167435737,0.0014389440419230331,-0.04020788784227181,-0.003035205851441535,-5.741972770972362e-05,-0.004735340950214161
0.2887168173589865,-0.0017115020684259064,-0.0036002959775248517,-0.052841381595039226,0.00020701215078404992,-0.00041508112669730074
0.2887168173589865,-0.0017115020684259064,-0.0036002959775248517,-0.052841381595039226,0.00020701215078404992,-0.00041508112669730074
0.026281566737095655,-0.0057162883951060485,0.002464667850867275,-0.0871058253911111,-4.217514047516772e-05,0.011160556118143603
0.026281566737095655,-0.0057162883951060485,0.002464667850867275,-0.0871058253911111,-4.217514047516772e-05,0.011160556118143603
-0.34422534167435737,0.0014389440419230331,-0.04020788784227181,-0.003035205851441535,-5.741972770972362e-05,-0.004735340950214161
0.07887817231452013,-0.002387104940889765,0.0012284527970871566,-0.028094710218646953,2.6811702323099943e-05,0.005273883000479552
0.026281566737095655,-0.0057162883951060485,0.002464667850867275,-0.0871058253911111,-4.217514047516772e-05,0.011160556118143603
0.026281566737095655,-0.0057162883951060485,0.002464667850867275,-0.0871058253911111,-4.217514047516772e-05,0.011160556118143603
0.07887817231452013,-0.002387104940889765,0.0012284527970871566,-0.028094710218646953,2.6811702323099943e-05,0.005273883000479552
0.07887817231452013,-0.002387104940889765,0.0012284527970871566,-0.028094710218646953,2.6811702323099943e-05,0.005273883000479552
0.07887817231452013,-0.002387104940889765,0.0012284527970871566,-0.028094710218646953,2.6811702323099943e-05,0.005273883000479552
0.019576411167888216,0.0034131902463310298,-0.0044702387734554564,0.006034502838135684,-5.3465295647766445e-05,-0.01473317094670797
0.019576411167888216,0.0034131902463310298,-0.0044702387734554564,0.006034502838135684,-5.3465295647766445e-05,-0.01473317094670797
0.019576411167888216,0.0034131902463310298,-0.0044702387734554564,0.006034502838135684,-5.3465295647766445e-05,-0.01473317094670797
0.0007000891254966626,0.0003845040329823239,0.0032939799729732205,-0.1727713636994709,-4.219480079169985e-06,0.009685727130147096
0.0007000891254966626,0.0003845040329823239,0.0032939799729732205,-0.1727713636994709,-4.219480079169985e-06,0.009685727130147096
0.0007000891254966626,0.0003845040329823239,0.0032939799729732205,-0.1727713636994709,-4.219480079169985e-06,0.009685727130147096
0.0007000891254966626,0.0003845040329823239,0.0032939799729732205,-0.1727713636994709,-4.219480079169985e-06,0.009685727130147096
0.07887817231452013,-0.002387104940889765,0.0012284527970871566,-0.028094710218646953,2.6811702323099943e-05,0.005273883000479552
-0.10643153958212813,0.0021855260217999713,-0.009964826496528002,-0.038759870761582965,4.8529222481871524e-05,0.0018281271502075776
-0.10643153958212813,0.0021855260217999713,-0.009964826496528002,-0.038759870761582965,4.8529222481871524e-05,0.0018281271502075776
-0.10643153958212813,0.0021855260217999713,-0.009964826496528002,-0.038759870761582965,4.8529222481871524e-05,0.0018281271502075776
-0.10643153958212813,0.0021855260217999713,-0.009964826496528002,-0.038759870761582965,4.8529222481871524e-05,0.0018281271502075776
