intercept,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup
6.784546653293164,0.05625602118128088,-0.0009153466348693533,0.045685462628172954,-3.3909270689994724,-0.000471614685740773,0.19180590588123314
3.960891146240197,-0.018593264286013593,-0.002328570161700907,0.2734990694418542,-2.6800059584706997,-0.00018164721252777837,0.4854034329672864
-0.23791542408218702,0.30155356483035994,0.006266821311208278,0.019050409616036698,0.3879779342506657,0.00010415934213382911,0.5118122713624085
0.31030862705328266,0.5383458896235604,-0.0051561064831555726,-0.18772713681927033,0.7886960722101621,0.00027286915943234484,0.2772833079485231
0.31030862705328266,0.5383458896235604,-0.0051561064831555726,-0.18772713681927033,0.7886960722101621,0.00027286915943234484,0.2772833079485231
0.31030862705328266,0.5383458896235604,-0.0051561064831555726,-0.18772713681927033,0.7886960722101621,0.00027286915943234484,0.2772833079485231
0.7656441033630678,0.33606937983882124,-0.0021171471498332923,0.3055649754241479,-0.12193767642854893,0.00024105912163336444,-0.4454286333172133
0.7656441033630678,0.33606937983882124,-0.0021171471498332923,0.3055649754241479,-0.12193767642854893,0.00024105912163336444,-0.4454286333172133
1.80374758424317,0.48636529821513813,-0.01646355740020653,0.09286176795668946,0.18220237388770624,0.000169161463770427,-0.5199040089443542
0.7656441033630678,0.33606937983882124,-0.0021171471498332923,0.3055649754241479,-0.12193767642854893,0.00024105912163336444,-0.4454286333172133
0.1740630129930086,0.6727465933482638,-0.017950173237852158,-0.16648116058464832,1.30574215537276,0.00042570077993120766,0.023659555072184046
0.1740630129930086,0.6727465933482638,-0.017950173237852158,-0.16648116058464832,1.30574215537276,0.00042570077993120766,0.023659555072184046
0.1740630129930086,0.6727465933482638,-0.017950173237852158,-0.16648116058464832,1.30574215537276,0.00042570077993120766,0.023659555072184046
1.80374758424317,0.48636529821513813,-0.01646355740020653,0.09286176795668946,0.18220237388770624,0.000169161463770427,-0.5199040089443542
0.1740630129930086,0.6727465933482638,-0.017950173237852158,-0.16648116058464832,1.30574215537276,0.00042570077993120766,0.023659555072184046
0.1740630129930086,0.6727465933482638,-0.017950173237852158,-0.16648116058464832,1.30574215537276,0.00042570077993120766,0.023659555072184046
2.2582418134812334,0.43802343423775997,-0.021159610860015485,-0.006810641269949125,0.34323357351224054,0.00035041635413256034,-0.517785854096892
2.2582418134812334,0.43802343423775997,-0.021159610860015485,-0.006810641269949125,0.34323357351224054,0.00035041635413256034,-0.517785854096892
1.80374758424317,0.48636529821513813,-0.01646355740020653,0.09286176795668946,0.18220237388770624,0.000169161463770427,-0.5199040089443542
2.9568330131047604,0.3831517088158179,-0.03338116306636057,0.01457982411865142,0.25643019669639644,0.00020998089419753806,-0.5004387073069725
2.2582418134812334,0.43802343423775997,-0.021159610860015485,-0.006810641269949125,0.34323357351224054,0.00035041635413256034,-0.517785854096892
2.2582418134812334,0.43802343423775997,-0.021159610860015485,-0.006810641269949125,0.34323357351224054,0.00035041635413256034,-0.517785854096892
2.9568330131047604,0.3831517088158179,-0.03338116306636057,0.01457982411865142,0.25643019669639644,0.00020998089419753806,-0.5004387073069725
2.9568330131047604,0.3831517088158179,-0.03338116306636057,0.01457982411865142,0.25643019669639644,0.00020998089419753806,-0.5004387073069725
2.9568330131047604,0.3831517088158179,-0.03338116306636057,0.01457982411865142,0.25643019669639644,0.00020998089419753806,-0.5004387073069725
2.2596597245529604,0.162168357443884,-0.00596623645643013,0.10541063097863128,-0.3138170768366725,0.00020799526674718954,-0.5146214238758607
2.2596597245529604,0.162168357443884,-0.00596623645643013,0.10541063097863128,-0.3138170768366725,0.00020799526674718954,-0.5146214238758607
2.2596597245529604,0.162168357443884,-0.00596623645643013,0.10541063097863128,-0.3138170768366725,0.00020799526674718954,-0.5146214238758607
2.698481930773995,-0.012533401103617357,-0.012097994147970807,0.23465404840130485,-0.8539206111115055,8.948317159557e-05,-0.45712223302384153
2.698481930773995,-0.012533401103617357,-0.012097994147970807,0.23465404840130485,-0.8539206111115055,8.948317159557e-05,-0.45712223302384153
